Price per cubic foot (LKR),Size (cu.ft),Wood Species,Wood Grade,Location,Building Type
1200,16.56,teak,A,Semi,Structural Framing
828,8.28,teak,C,Semi,Door/window
1200,19.89,kempas,A,Semi,Roofing Components
1000,16.81,kempas,B,Semi,Roofing Components
1235,7.72,kempas,B,Semi,Door/window
3000,16.71,thulan,A,Indoor,Structural Framing
792,7.39,mahoganii,B,Semi,Structural Framing
660,27.34,jak,B,Semi,Door/window
456,14.98,pinewood,B,Indoor,Roofing Components
581,20.41,mahoganii,B,Semi,Door/window
281,26.3,burutha,C,Semi,Door/window
750,12.9,mahoganii,A,Semi,Door/window
1000,13.14,microo,A,Indoor,Door/window
1653,13.47,microo,B,Indoor,Structural Framing
415,2.87,burutha,C,Semi,Structural Framing
1824,2.74,kempas,C,Semi,Structural Framing
404,10.94,lunumidella,B,Semi,Roofing Components
162,10.81,ginisapu,C,Indoor,Door/window
840,2.5,kempas,C,Semi,Door/window
1020,20.12,kempas,B,Semi,Roofing Components
200,10.83,mango,A,Indoor,Door/window
1569,27.04,kempas,C,Semi,Structural Framing
1057,17.12,kempas,B,Semi,Roofing Components
1721,22.15,thulan,C,Indoor,Structural Framing
390,1.86,ginisapu,B,Indoor,Roofing Components
365,23.33,pinewood,C,Indoor,Roofing Components
3000,17.47,thulan,A,Indoor,Structural Framing
400,2.0,mango,A,Indoor,Structural Framing
797,27.01,microo,B,Indoor,Door/window
600,28.54,pinewood,A,Indoor,Roofing Components
1048,3.61,teak,B,Semi,Door/window
325,2.34,lunumidella,C,Semi,Roofing Components
878,3.4,thulan,C,Indoor,Door/window
600,8.7,burutha,A,Semi,Structural Framing
421,18.89,burutha,B,Semi,Door/window
395,26.29,ginisapu,B,Indoor,Roofing Components
1149,14.77,kubuk,C,Outdoor,Structural Framing
2000,5.68,kubuk,A,Outdoor,Structural Framing
1000,21.47,jak,A,Semi,Structural Framing
835,22.35,kempas,C,Semi,Roofing Components
500,23.94,burutha,A,Semi,Door/window
229,16.15,mango,C,Indoor,Structural Framing
600,1.26,pinewood,A,Indoor,Roofing Components
450,25.86,ginisapu,A,Indoor,Roofing Components
802,14.57,mahoganii,B,Semi,Structural Framing
1596,1.84,kempas,C,Semi,Structural Framing
2800,28.23,kempas,A,Semi,Structural Framing
587,19.44,microo,C,Indoor,Door/window
200,21.75,mango,A,Indoor,Door/window
1675,8.52,microo,B,Indoor,Structural Framing
450,9.3,ginisapu,A,Indoor,Roofing Components
450,6.26,ginisapu,A,Indoor,Roofing Components
806,6.98,teak,C,Semi,Door/window
750,19.94,mahoganii,A,Semi,Door/window
1785,5.9,kubuk,B,Outdoor,Structural Framing
518,15.7,pinewood,B,Indoor,Roofing Components
289,10.09,ginisapu,C,Indoor,Roofing Components
746,3.24,jak,B,Semi,Door/window
300,13.09,ginisapu,C,Indoor,Roofing Components
1767,17.13,kempas,C,Semi,Structural Framing
300,8.94,mango,B,Indoor,Structural Framing
730,23.97,kempas,C,Semi,Roofing Components
500,1.13,lunumidella,A,Outdoor,Roofing Components
750,22.96,mahoganii,A,Semi,Door/window
292,15.35,lunumidella,C,Semi,Roofing Components
1050,2.51,mahoganii,A,Semi,Structural Framing
1500,21.94,thulan,A,Indoor,Door/window
745,28.16,kempas,C,Semi,Roofing Components
717,27.09,kempas,C,Semi,Roofing Components
340,26.07,burutha,C,Semi,Structural Framing
1202,4.17,kempas,B,Semi,Door/window
902,12.72,mahoganii,B,Semi,Structural Framing
850,4.21,jak,A,Semi,Door/window
967,21.86,teak,B,Semi,Structural Framing
779,9.17,teak,C,Semi,Structural Framing
937,19.95,teak,B,Semi,Door/window
855,18.94,microo,B,Indoor,Door/window
1000,7.1,jak,A,Semi,Structural Framing
898,3.18,jak,B,Semi,Structural Framing
992,2.37,kempas,B,Semi,Roofing Components
305,5.94,lunumidella,C,Indoor,Roofing Components
1050,3.1,mahoganii,A,Semi,Structural Framing
896,18.88,jak,B,Semi,Structural Framing
398,12.02,lunumidella,B,Indoor,Roofing Components
339,12.32,ginisapu,B,Indoor,Roofing Components
995,7.83,thulan,C,Indoor,Door/window
1172,27.08,kubuk,C,Outdoor,Structural Framing
1200,27.38,teak,A,Semi,Door/window
2407,9.98,thulan,B,Indoor,Structural Framing
853,25.59,microo,B,Indoor,Door/window
157,4.76,mango,B,Indoor,Door/window
469,28.15,jak,C,Semi,Door/window
600,1.76,burutha,A,Semi,Structural Framing
341,5.88,lunumidella,C,Semi,Roofing Components
221,26.36,ginisapu,B,Indoor,Door/window
500,25.26,lunumidella,A,Indoor,Roofing Components
291,7.5,burutha,C,Semi,Door/window
1953,25.67,thulan,C,Indoor,Structural Framing
1000,15.45,microo,A,Indoor,Door/window
450,15.07,ginisapu,A,Indoor,Roofing Components
250,12.81,ginisapu,A,Indoor,Door/window
416,25.6,burutha,B,Semi,Door/window
450,1.84,ginisapu,A,Indoor,Roofing Components
126,14.47,mango,C,Indoor,Door/window
662,16.35,jak,B,Semi,Door/window
750,2.9,mahoganii,A,Semi,Door/window
393,13.37,burutha,B,Semi,Door/window
155,7.01,ginisapu,C,Indoor,Door/window
1798,15.65,microo,B,Indoor,Structural Framing
346,16.86,pinewood,C,Indoor,Roofing Components
1000,23.66,microo,A,Indoor,Door/window
437,10.52,lunumidella,B,Outdoor,Roofing Components
413,12.6,burutha,B,Semi,Door/window
200,18.96,mango,A,Indoor,Door/window
397,15.63,ginisapu,B,Indoor,Roofing Components
524,23.72,burutha,B,Semi,Structural Framing
500,24.21,burutha,A,Semi,Door/window
600,7.82,pinewood,A,Indoor,Roofing Components
949,10.52,teak,B,Semi,Structural Framing
297,29.82,burutha,C,Semi,Door/window
584,4.53,mahoganii,C,Semi,Structural Framing
248,25.99,mango,C,Indoor,Structural Framing
696,26.27,jak,C,Semi,Structural Framing
1000,16.91,microo,A,Indoor,Door/window
871,11.42,jak,B,Semi,Structural Framing
600,3.46,pinewood,A,Indoor,Roofing Components
1012,21.0,kempas,B,Semi,Roofing Components
413,6.84,burutha,B,Semi,Door/window
1301,23.21,kubuk,C,Outdoor,Structural Framing
1296,21.4,microo,C,Indoor,Structural Framing
532,18.54,burutha,B,Semi,Structural Framing
1050,3.36,mahoganii,A,Semi,Structural Framing
939,19.41,kempas,B,Semi,Roofing Components
739,25.62,kempas,C,Semi,Roofing Components
505,5.95,pinewood,B,Indoor,Roofing Components
500,16.89,lunumidella,A,Indoor,Roofing Components
450,23.17,ginisapu,A,Indoor,Roofing Components
1659,21.24,kempas,C,Semi,Structural Framing
1136,7.3,kubuk,C,Outdoor,Structural Framing
200,22.08,mango,A,Indoor,Door/window
502,10.51,mahoganii,C,Semi,Door/window
1000,2.53,jak,A,Semi,Structural Framing
156,27.65,ginisapu,C,Indoor,Door/window
2800,12.95,kempas,A,Semi,Structural Framing
225,20.19,mango,C,Indoor,Structural Framing
200,20.92,ginisapu,B,Indoor,Door/window
1317,9.94,kempas,B,Semi,Door/window
591,14.26,jak,C,Semi,Structural Framing
1371,27.42,microo,C,Indoor,Structural Framing
1286,14.02,thulan,B,Indoor,Door/window
1588,7.02,kubuk,B,Outdoor,Structural Framing
1797,17.14,microo,B,Indoor,Structural Framing
450,23.72,ginisapu,A,Indoor,Roofing Components
460,16.91,burutha,B,Semi,Structural Framing
414,18.19,pinewood,C,Indoor,Roofing Components
349,19.86,burutha,C,Semi,Structural Framing
373,20.46,pinewood,C,Indoor,Roofing Components
1557,19.77,kempas,C,Semi,Structural Framing
2482,9.65,thulan,B,Indoor,Structural Framing
1880,6.37,thulan,C,Indoor,Structural Framing
450,26.73,ginisapu,A,Indoor,Roofing Components
2475,18.78,kempas,B,Semi,Structural Framing
693,20.39,jak,B,Semi,Door/window
2800,10.16,kempas,A,Semi,Structural Framing
3000,19.57,thulan,A,Indoor,Structural Framing
726,18.7,teak,C,Semi,Structural Framing
500,26.79,lunumidella,A,Outdoor,Roofing Components
359,11.4,burutha,C,Semi,Structural Framing
847,23.7,mahoganii,B,Semi,Structural Framing
312,4.36,mango,B,Indoor,Structural Framing
755,17.69,jak,B,Semi,Structural Framing
754,1.18,jak,B,Semi,Structural Framing
475,22.81,jak,C,Semi,Door/window
803,27.15,kempas,C,Semi,Roofing Components
308,11.21,mango,B,Indoor,Structural Framing
1200,12.93,teak,A,Semi,Door/window
250,9.6,ginisapu,A,Indoor,Door/window
267,27.93,ginisapu,C,Indoor,Roofing Components
2800,26.22,kempas,A,Semi,Structural Framing
165,25.56,ginisapu,C,Indoor,Door/window
638,19.25,mahoganii,B,Semi,Door/window
1065,14.27,teak,B,Semi,Structural Framing
157,24.54,ginisapu,C,Indoor,Door/window
850,12.08,jak,A,Semi,Door/window
1000,21.97,microo,A,Indoor,Door/window
842,28.79,mahoganii,B,Semi,Structural Framing
450,9.04,ginisapu,A,Indoor,Roofing Components
600,20.44,burutha,A,Semi,Structural Framing
312,11.89,ginisapu,C,Indoor,Roofing Components
2000,15.22,kubuk,A,Outdoor,Structural Framing
1767,1.76,kempas,C,Semi,Structural Framing
1368,3.1,microo,C,Indoor,Structural Framing
321,6.16,burutha,C,Semi,Door/window
320,29.68,lunumidella,C,Semi,Roofing Components
512,21.46,pinewood,B,Indoor,Roofing Components
811,20.19,mahoganii,B,Semi,Structural Framing
1313,6.69,thulan,B,Indoor,Door/window
2000,7.93,microo,A,Indoor,Structural Framing
427,17.63,burutha,B,Semi,Door/window
500,24.81,lunumidella,A,Semi,Roofing Components
708,18.13,teak,C,Semi,Door/window
600,4.99,burutha,A,Semi,Structural Framing
1895,4.1,kempas,C,Semi,Structural Framing
1030,12.0,teak,B,Semi,Structural Framing
450,10.17,ginisapu,A,Indoor,Roofing Components
329,28.04,lunumidella,C,Outdoor,Roofing Components
806,14.12,kempas,C,Semi,Roofing Components
345,3.02,ginisapu,B,Indoor,Roofing Components
1617,26.12,kempas,C,Semi,Structural Framing
2800,4.38,kempas,A,Semi,Structural Framing
745,5.78,teak,C,Semi,Structural Framing
1682,17.18,kempas,C,Semi,Structural Framing
750,28.15,mahoganii,A,Semi,Door/window
851,8.48,jak,B,Semi,Structural Framing
1011,6.77,kempas,B,Semi,Roofing Components
1000,17.45,jak,A,Semi,Structural Framing
302,5.92,lunumidella,C,Indoor,Roofing Components
975,23.11,kempas,B,Semi,Roofing Components
758,3.5,jak,B,Semi,Door/window
1033,21.46,kempas,B,Semi,Roofing Components
696,29.57,microo,C,Indoor,Door/window
387,11.54,lunumidella,B,Outdoor,Roofing Components
491,18.24,mahoganii,C,Semi,Door/window
884,27.53,mahoganii,B,Semi,Structural Framing
286,1.85,lunumidella,C,Semi,Roofing Components
1200,4.44,kempas,A,Semi,Roofing Components
921,6.69,teak,B,Semi,Structural Framing
1557,29.0,kubuk,B,Outdoor,Structural Framing
2295,19.72,thulan,B,Indoor,Structural Framing
311,22.18,ginisapu,C,Indoor,Roofing Components
309,25.28,ginisapu,C,Indoor,Roofing Components
500,26.98,lunumidella,A,Outdoor,Roofing Components
750,10.75,mahoganii,A,Semi,Door/window
473,4.52,pinewood,B,Indoor,Roofing Components
728,12.67,jak,B,Semi,Door/window
464,1.41,pinewood,B,Indoor,Roofing Components
785,19.28,teak,C,Semi,Door/window
1200,28.42,kempas,A,Semi,Roofing Components
948,14.28,kempas,C,Semi,Door/window
1000,9.46,microo,A,Indoor,Door/window
1200,6.72,kempas,A,Semi,Roofing Components
850,7.98,jak,A,Semi,Door/window
149,6.05,ginisapu,C,Indoor,Door/window
396,14.98,ginisapu,B,Indoor,Roofing Components
600,19.01,burutha,A,Semi,Structural Framing
1062,5.13,kempas,B,Semi,Roofing Components
200,21.36,mango,A,Indoor,Door/window
1200,4.42,teak,A,Semi,Structural Framing
691,28.92,kempas,C,Semi,Roofing Components
2509,14.69,kempas,B,Semi,Structural Framing
340,5.01,ginisapu,B,Indoor,Roofing Components
1000,2.42,jak,A,Semi,Structural Framing
1713,26.19,thulan,C,Indoor,Structural Framing
1706,9.64,kubuk,B,Outdoor,Structural Framing
287,14.12,ginisapu,C,Indoor,Roofing Components
1200,10.32,kempas,A,Semi,Roofing Components
525,3.16,pinewood,B,Indoor,Roofing Components
636,23.43,mahoganii,C,Semi,Structural Framing
750,10.91,mahoganii,A,Semi,Door/window
850,10.7,jak,A,Semi,Door/window
1500,29.23,kempas,A,Semi,Door/window
165,28.96,ginisapu,C,Indoor,Door/window
3000,22.33,thulan,A,Indoor,Structural Framing
369,11.49,burutha,C,Semi,Structural Framing
286,22.21,burutha,C,Semi,Door/window
3000,8.83,thulan,A,Indoor,Structural Framing
153,28.49,ginisapu,C,Indoor,Door/window
340,16.96,pinewood,C,Indoor,Roofing Components
250,7.53,ginisapu,A,Indoor,Door/window
1143,29.95,thulan,B,Indoor,Door/window
1200,27.9,teak,A,Semi,Structural Framing
631,21.07,jak,C,Semi,Structural Framing
1668,8.25,kubuk,B,Outdoor,Structural Framing
1743,18.18,kempas,C,Semi,Structural Framing
635,28.13,jak,C,Semi,Structural Framing
1500,21.39,kempas,A,Semi,Door/window
500,20.06,lunumidella,A,Semi,Roofing Components
600,1.43,burutha,A,Semi,Structural Framing
430,11.53,lunumidella,B,Indoor,Roofing Components
500,15.77,lunumidella,A,Indoor,Roofing Components
441,5.18,lunumidella,B,Indoor,Roofing Components
854,7.0,kempas,C,Semi,Door/window
521,26.94,pinewood,B,Indoor,Roofing Components
600,26.16,burutha,A,Semi,Structural Framing
386,20.31,lunumidella,B,Semi,Roofing Components
600,11.45,pinewood,A,Indoor,Roofing Components
2800,15.54,kempas,A,Semi,Structural Framing
1899,22.74,kempas,C,Semi,Structural Framing
1305,22.62,microo,C,Indoor,Structural Framing
353,28.45,ginisapu,B,Indoor,Roofing Components
1203,24.47,kempas,B,Semi,Door/window
1050,20.59,mahoganii,A,Semi,Structural Framing
492,25.94,jak,C,Semi,Door/window
440,25.91,lunumidella,B,Indoor,Roofing Components
2000,29.06,microo,A,Indoor,Structural Framing
833,19.0,teak,C,Semi,Structural Framing
889,3.54,kempas,C,Semi,Door/window
302,13.88,lunumidella,C,Semi,Roofing Components
144,23.57,ginisapu,C,Indoor,Door/window
156,29.56,mango,B,Indoor,Door/window
237,23.55,mango,C,Indoor,Structural Framing
918,28.74,kempas,B,Semi,Roofing Components
696,25.22,jak,C,Semi,Structural Framing
2000,7.85,microo,A,Indoor,Structural Framing
280,19.36,ginisapu,C,Indoor,Roofing Components
1200,15.04,teak,A,Semi,Door/window
600,9.87,pinewood,A,Indoor,Roofing Components
1840,3.27,kempas,C,Semi,Structural Framing
1733,29.8,microo,B,Indoor,Structural Framing
500,6.74,lunumidella,A,Outdoor,Roofing Components
451,25.57,pinewood,B,Indoor,Roofing Components
646,23.58,mahoganii,C,Semi,Structural Framing
344,4.35,pinewood,C,Indoor,Roofing Components
2000,26.59,microo,A,Indoor,Structural Framing
344,23.01,mango,B,Indoor,Structural Framing
839,22.61,teak,C,Semi,Structural Framing
1783,25.75,thulan,C,Indoor,Structural Framing
495,15.98,pinewood,B,Indoor,Roofing Components
1200,6.06,kempas,A,Semi,Roofing Components
217,9.9,ginisapu,B,Indoor,Door/window
1200,19.14,teak,A,Semi,Door/window
450,4.01,ginisapu,A,Indoor,Roofing Components
506,27.62,jak,C,Semi,Door/window
822,4.19,kempas,C,Semi,Roofing Components
124,14.23,mango,C,Indoor,Door/window
850,10.65,jak,A,Semi,Door/window
1668,20.61,microo,B,Indoor,Structural Framing
770,22.41,jak,B,Semi,Structural Framing
275,3.61,lunumidella,C,Outdoor,Roofing Components
500,20.18,burutha,A,Semi,Door/window
536,9.79,jak,C,Semi,Door/window
748,17.96,teak,C,Semi,Structural Framing
820,17.86,mahoganii,B,Semi,Structural Framing
500,23.3,burutha,A,Semi,Door/window
1815,28.93,kempas,C,Semi,Structural Framing
687,28.54,teak,C,Semi,Door/window
1050,19.92,mahoganii,A,Semi,Structural Framing
1549,11.73,kempas,C,Semi,Structural Framing
298,16.61,lunumidella,C,Semi,Roofing Components
879,12.4,jak,B,Semi,Structural Framing
378,22.28,lunumidella,B,Semi,Roofing Components
675,20.29,jak,B,Semi,Door/window
2000,16.4,kubuk,A,Outdoor,Structural Framing
322,23.92,lunumidella,C,Semi,Roofing Components
2401,19.54,thulan,B,Indoor,Structural Framing
2139,29.95,kempas,B,Semi,Structural Framing
163,27.06,mango,B,Indoor,Door/window
288,27.39,lunumidella,C,Indoor,Roofing Components
957,19.45,kempas,C,Semi,Door/window
430,12.56,burutha,B,Semi,Door/window
922,26.49,thulan,C,Indoor,Door/window
279,19.67,lunumidella,C,Semi,Roofing Components
387,8.79,pinewood,C,Indoor,Roofing Components
1500,11.69,thulan,A,Indoor,Door/window
500,29.75,lunumidella,A,Indoor,Roofing Components
1243,6.18,thulan,B,Indoor,Door/window
500,5.35,lunumidella,A,Outdoor,Roofing Components
1065,1.49,teak,B,Semi,Structural Framing
1020,11.87,kempas,B,Semi,Roofing Components
450,23.3,ginisapu,A,Indoor,Roofing Components
208,2.2,ginisapu,B,Indoor,Door/window
850,17.78,jak,A,Semi,Door/window
3000,9.85,thulan,A,Indoor,Structural Framing
1301,24.55,thulan,B,Indoor,Door/window
1659,21.39,microo,B,Indoor,Structural Framing
380,27.01,burutha,B,Semi,Door/window
250,11.2,ginisapu,A,Indoor,Door/window
1348,21.38,microo,C,Indoor,Structural Framing
2364,6.61,thulan,B,Indoor,Structural Framing
930,14.59,thulan,C,Indoor,Door/window
841,10.72,mahoganii,B,Semi,Structural Framing
567,18.89,jak,C,Semi,Structural Framing
1500,25.52,thulan,A,Indoor,Door/window
1037,7.33,kempas,B,Semi,Roofing Components
742,13.05,kempas,C,Semi,Roofing Components
1000,14.84,microo,A,Indoor,Door/window
210,3.04,ginisapu,B,Indoor,Door/window
1200,5.13,teak,A,Semi,Structural Framing
750,22.97,mahoganii,A,Semi,Door/window
683,4.9,jak,B,Semi,Door/window
500,24.85,lunumidella,A,Indoor,Roofing Components
2583,29.14,thulan,B,Indoor,Structural Framing
1701,12.93,microo,B,Indoor,Structural Framing
1001,10.75,teak,B,Semi,Door/window
600,3.67,pinewood,A,Indoor,Roofing Components
500,2.82,lunumidella,A,Semi,Roofing Components
809,12.92,teak,C,Semi,Door/window
1500,22.74,thulan,A,Indoor,Door/window
654,29.94,jak,B,Semi,Door/window
568,5.85,mahoganii,B,Semi,Door/window
715,6.0,mahoganii,C,Semi,Structural Framing
250,21.22,ginisapu,A,Indoor,Door/window
500,1.04,burutha,A,Semi,Door/window
1200,14.44,teak,A,Semi,Structural Framing
450,15.87,ginisapu,A,Indoor,Roofing Components
461,19.24,burutha,B,Semi,Structural Framing
855,7.67,kempas,C,Semi,Door/window
850,24.05,jak,A,Semi,Door/window
386,3.13,pinewood,C,Indoor,Roofing Components
680,19.48,mahoganii,C,Semi,Structural Framing
600,3.39,burutha,A,Semi,Structural Framing
786,8.03,jak,B,Semi,Structural Framing
600,22.77,pinewood,A,Indoor,Roofing Components
985,30.0,kempas,B,Semi,Roofing Components
1000,28.55,jak,A,Semi,Structural Framing
674,28.12,mahoganii,C,Semi,Structural Framing
1964,9.24,thulan,C,Indoor,Structural Framing
250,25.59,ginisapu,A,Indoor,Door/window
617,18.36,mahoganii,C,Semi,Structural Framing
830,3.42,teak,C,Semi,Door/window
2630,16.81,thulan,B,Indoor,Structural Framing
1200,16.67,kempas,A,Semi,Roofing Components
529,2.94,pinewood,B,Indoor,Roofing Components
266,10.42,mango,C,Indoor,Structural Framing
1249,3.54,kubuk,C,Outdoor,Structural Framing
276,1.97,lunumidella,C,Semi,Roofing Components
529,12.45,burutha,B,Semi,Structural Framing
500,25.69,burutha,A,Semi,Door/window
327,19.54,burutha,C,Semi,Door/window
358,4.31,mango,B,Indoor,Structural Framing
1144,24.97,thulan,B,Indoor,Door/window
341,16.53,mango,B,Indoor,Structural Framing
320,25.56,lunumidella,C,Outdoor,Roofing Components
634,29.69,microo,C,Indoor,Door/window
375,23.73,lunumidella,B,Indoor,Roofing Components
982,25.91,thulan,C,Indoor,Door/window
392,28.61,pinewood,C,Indoor,Roofing Components
806,5.27,mahoganii,B,Semi,Structural Framing
1000,15.29,jak,A,Semi,Structural Framing
732,15.37,teak,C,Semi,Door/window
1210,8.74,thulan,B,Indoor,Door/window
1500,16.96,kempas,A,Semi,Door/window
2000,11.52,microo,A,Indoor,Structural Framing
250,22.03,ginisapu,A,Indoor,Door/window
1500,19.09,thulan,A,Indoor,Door/window
330,28.1,lunumidella,C,Semi,Roofing Components
600,6.53,pinewood,A,Indoor,Roofing Components
1021,9.11,kempas,B,Semi,Roofing Components
375,19.29,burutha,C,Semi,Structural Framing
666,19.76,kempas,C,Semi,Roofing Components
1316,5.61,thulan,B,Indoor,Door/window
670,9.92,teak,C,Semi,Door/window
450,18.07,ginisapu,A,Indoor,Roofing Components
378,15.11,ginisapu,B,Indoor,Roofing Components
600,6.47,pinewood,A,Indoor,Roofing Components
924,26.16,thulan,C,Indoor,Door/window
1000,23.37,jak,A,Semi,Structural Framing
562,23.25,microo,C,Indoor,Door/window
1830,28.76,thulan,C,Indoor,Structural Framing
2800,25.66,kempas,A,Semi,Structural Framing
1751,1.65,thulan,C,Indoor,Structural Framing
1200,21.61,teak,A,Semi,Structural Framing
1200,22.39,kempas,A,Semi,Roofing Components
200,23.77,mango,A,Indoor,Door/window
167,23.94,mango,B,Indoor,Door/window
1000,5.12,microo,A,Indoor,Door/window
600,4.98,pinewood,A,Indoor,Roofing Components
1126,21.41,kempas,B,Semi,Door/window
249,22.89,ginisapu,C,Indoor,Roofing Components
1200,19.04,teak,A,Semi,Structural Framing
2018,27.84,thulan,C,Indoor,Structural Framing
1500,27.79,thulan,A,Indoor,Door/window
389,15.21,pinewood,C,Indoor,Roofing Components
600,2.49,burutha,A,Semi,Structural Framing
655,3.03,microo,C,Indoor,Door/window
327,23.56,mango,B,Indoor,Structural Framing
1580,7.73,kubuk,B,Outdoor,Structural Framing
924,26.37,teak,B,Semi,Door/window
402,26.78,lunumidella,B,Semi,Roofing Components
671,10.66,mahoganii,C,Semi,Structural Framing
788,22.17,teak,C,Semi,Structural Framing
997,19.55,teak,B,Semi,Door/window
646,2.87,mahoganii,B,Semi,Door/window
499,23.17,jak,C,Semi,Door/window
832,28.21,thulan,C,Indoor,Door/window
450,9.43,ginisapu,A,Indoor,Roofing Components
