boq_text,machinery,vehicles,skilled,unskilled,labour_roles
"Item_168 Synthetic entry qty:259.880719 units vehicles:Large Truck labor:Skilled,Semi-skilled",Large Truck,Large Truck,26,10,Labourer_unskilled
Item_169 Synthetic entry qty:283.766358 kg vehicles:Large Truck labor:Unskilled,Large Truck,Large Truck,8,26,Labourer_unskilled;Driver_unskilled;Tiler_skilled
"Item_170 Synthetic entry qty:150.739996 kg vehicles:None labor:Skilled,Semi-skilled",,,18,10,Driver_unskilled;Carpenter_skilled
"Item_171 Synthetic entry qty:467.644064 units vehicles:None labor:Skilled,Unskilled",,,18,23,Labourer_unskilled;ConcreteWorker_skilled;Painter_skilled;Carpenter_skilled
"Item_172 Synthetic entry qty:200.113391 m3 vehicles:Large Truck labor:Unskilled,Semi-skilled",Large Truck,Large Truck,23,31,Tiler_skilled;ConcreteWorker_skilled
"Item_173 Synthetic entry qty:366.349292 kg vehicles:Crane,Trailer labor:Unskilled,Semi-skilled",Crane;Trailer,Crane;Trailer,15,34,Carpenter_skilled;Driver_unskilled;Painter_skilled
"Item_174 Synthetic entry qty:445.004189 units vehicles:Large Truck labor:Unskilled,Semi-skilled",Large Truck,Large Truck,22,8,Mason_skilled;Labourer_unskilled
"Item_175 Synthetic entry qty:233.60489 kg vehicles:Excavator labor:Skilled,Professional",Excavator,Excavator,5,43,Welder_skilled
"Item_176 Synthetic entry qty:426.236542 m3 vehicles:Loader,Mixer labor:Skilled,Professional",Loader;Mixer,Loader;Mixer,13,39,Painter_skilled;ConcreteWorker_skilled
"Item_177 Synthetic entry qty:122.220332 bag vehicles:Large Truck labor:Skilled,Semi-skilled",Large Truck,Large Truck,9,26,Tiler_skilled
Item_178 Synthetic entry qty:175.706949 m3 vehicles:Excavator labor:Semi-skilled,Excavator,Excavator,18,5,Welder_skilled;Driver_unskilled;ConcreteWorker_skilled
Item_179 Synthetic entry qty:427.24776 bag vehicles:Excavator labor:Skilled,Excavator,Excavator,8,27,ConcreteWorker_skilled;Tiler_skilled
Item_180 Synthetic entry qty:330.625498 kg vehicles:Excavator labor:Skilled,Excavator,Excavator,23,28,Mason_skilled;Labourer_unskilled
"Item_181 Synthetic entry qty:294.063331 units vehicles:None labor:Unskilled,Semi-skilled",,,19,14,Mason_skilled;Labourer_unskilled
"Item_182 Synthetic entry qty:347.445347 units vehicles:Loader,Mixer labor:Skilled,Unskilled",Loader;Mixer,Loader;Mixer,7,35,Tiler_skilled
Item_183 Synthetic entry qty:93.249582 pieces vehicles:Large Truck labor:Semi-skilled,Large Truck,Large Truck,20,18,Tiler_skilled;Driver_unskilled;Mason_skilled
"Item_184 Synthetic entry qty:313.153468 units vehicles:Crane,Trailer labor:Skilled,Semi-skilled",Crane;Trailer,Crane;Trailer,13,48,Mason_skilled;Welder_skilled;Painter_skilled
Item_185 Synthetic entry qty:332.038914 m3 vehicles:None labor:Semi-skilled,,,24,16,Tiler_skilled;Carpenter_skilled;Driver_unskilled;Labourer_unskilled
"Item_186 Synthetic entry qty:410.428013 bag vehicles:Loader,Mixer labor:Professional",Loader;Mixer,Loader;Mixer,9,11,Tiler_skilled;Welder_skilled;Labourer_unskilled
"Item_187 Synthetic entry qty:415.229216 m3 vehicles:Excavator labor:Skilled,Semi-skilled",Excavator,Excavator,21,20,Painter_skilled;Driver_unskilled;Welder_skilled;Mason_skilled
"Item_188 Synthetic entry qty:185.341706 units vehicles:Excavator labor:Skilled,Professional",Excavator,Excavator,27,46,Welder_skilled
"Item_189 Synthetic entry qty:328.753285 m3 vehicles:Loader,Mixer labor:Unskilled",Loader;Mixer,Loader;Mixer,17,35,Mason_skilled;ConcreteWorker_skilled;Welder_skilled
"Item_190 Synthetic entry qty:465.83797 m3 vehicles:Loader,Mixer labor:Unskilled",Loader;Mixer,Loader;Mixer,20,47,ConcreteWorker_skilled
Item_191 Synthetic entry qty:487.995542 m3 vehicles:Trailer labor:Professional,Trailer,Trailer,10,14,Driver_unskilled
"Item_192 Synthetic entry qty:297.328007 pieces vehicles:None labor:Skilled,Professional",,,19,31,Labourer_unskilled;ConcreteWorker_skilled;Mason_skilled
Item_193 Synthetic entry qty:200.002478 m3 vehicles:Crane labor:Professional,Crane,Crane,27,48,Tiler_skilled
"Item_194 Synthetic entry qty:412.276357 m3 vehicles:None labor:Skilled,Unskilled",,,15,35,Welder_skilled;Labourer_unskilled
Item_195 Synthetic entry qty:398.328724 kg vehicles:Trailer labor:Semi-skilled,Trailer,Trailer,20,15,Mason_skilled;Welder_skilled;Driver_unskilled
"Item_196 Synthetic entry qty:34.525725 units vehicles:None labor:Unskilled,Semi-skilled",,,14,21,Welder_skilled;ConcreteWorker_skilled;Driver_unskilled;Labourer_unskilled
"Item_197 Synthetic entry qty:437.725997 bag vehicles:None labor:Skilled,Professional",,,12,22,Tiler_skilled;Painter_skilled;ConcreteWorker_skilled
"Item_198 Synthetic entry qty:271.092057 units vehicles:Crane,Trailer labor:Skilled,Semi-skilled",Crane;Trailer,Crane;Trailer,13,21,Tiler_skilled
"Item_199 Synthetic entry qty:418.173167 kg vehicles:Trailer labor:Skilled,Unskilled",Trailer,Trailer,15,10,ConcreteWorker_skilled;Welder_skilled
Item_0 Synthetic entry qty:364.074321 m3 vehicles:Excavator labor:Unskilled,Excavator,Excavator,20,7,Painter_skilled;Tiler_skilled
"Item_1 Synthetic entry qty:487.988883 bag vehicles:Excavator labor:Skilled,Professional",Excavator,Excavator,20,43,Carpenter_skilled
"Item_2 Synthetic entry qty:107.986941 pieces vehicles:Loader,Mixer labor:Skilled,Semi-skilled",Loader;Mixer,Loader;Mixer,12,35,Painter_skilled
"Item_3 Synthetic entry qty:395.565861 units vehicles:Crane labor:Unskilled,Semi-skilled",Crane,Crane,17,40,Welder_skilled;Painter_skilled;Driver_unskilled;Mason_skilled
"Item_4 Synthetic entry qty:393.361782 bag vehicles:Excavator labor:Unskilled,Semi-skilled",Excavator,Excavator,7,23,Mason_skilled;ConcreteWorker_skilled;Labourer_unskilled;Tiler_skilled
"Item_5 Synthetic entry qty:256.988171 m3 vehicles:None labor:Skilled,Semi-skilled",,,5,40,Painter_skilled
"Item_6 Synthetic entry qty:118.761501 m3 vehicles:Trailer labor:Unskilled,Semi-skilled",Trailer,Trailer,18,17,Tiler_skilled;Welder_skilled;ConcreteWorker_skilled
"Item_7 Synthetic entry qty:490.439053 pieces vehicles:Crane,Trailer labor:Unskilled,Semi-skilled",Crane;Trailer,Crane;Trailer,18,50,Welder_skilled
Item_8 Synthetic entry qty:52.042185 units vehicles:Large Truck labor:Semi-skilled,Large Truck,Large Truck,15,34,Welder_skilled;Mason_skilled;Painter_skilled;ConcreteWorker_skilled
Item_9 Synthetic entry qty:443.954026 pieces vehicles:Excavator labor:Unskilled,Excavator,Excavator,11,46,Driver_unskilled;ConcreteWorker_skilled;Painter_skilled
"Item_10 Synthetic entry qty:37.190419 units vehicles:Excavator labor:Skilled,Semi-skilled",Excavator,Excavator,23,6,Labourer_unskilled;Carpenter_skilled
"Item_11 Synthetic entry qty:479.486962 kg vehicles:Loader,Mixer labor:Skilled,Unskilled",Loader;Mixer,Loader;Mixer,14,35,Labourer_unskilled;Painter_skilled;Driver_unskilled
"Item_12 Synthetic entry qty:444.034103 pieces vehicles:None labor:Skilled,Unskilled",,,21,29,Labourer_unskilled
"Item_13 Synthetic entry qty:488.070708 bag vehicles:Crane,Trailer labor:Skilled,Unskilled",Crane;Trailer,Crane;Trailer,12,41,Painter_skilled
"Item_14 Synthetic entry qty:257.993298 units vehicles:Large Truck labor:Skilled,Unskilled",Large Truck,Large Truck,22,11,Tiler_skilled
Item_15 Synthetic entry qty:488.168046 m3 vehicles:Trailer labor:Skilled,Trailer,Trailer,30,28,Carpenter_skilled;Driver_unskilled;Labourer_unskilled
Item_16 Synthetic entry qty:50.655557 pieces vehicles:Excavator labor:Semi-skilled,Excavator,Excavator,25,21,Driver_unskilled;Carpenter_skilled;Labourer_unskilled
"Item_17 Synthetic entry qty:59.236839 pieces vehicles:Crane,Trailer labor:Skilled,Professional",Crane;Trailer,Crane;Trailer,15,12,Mason_skilled;Tiler_skilled;Labourer_unskilled
"Item_18 Synthetic entry qty:158.131442 bag vehicles:Large Truck labor:Skilled,Professional",Large Truck,Large Truck,13,15,Carpenter_skilled;Labourer_unskilled
"Item_19 Synthetic entry qty:470.289451 m3 vehicles:Crane,Trailer labor:Skilled,Professional",Crane;Trailer,Crane;Trailer,24,37,Tiler_skilled;Welder_skilled;Carpenter_skilled;Mason_skilled
"Item_20 Synthetic entry qty:313.83926 kg vehicles:None labor:Skilled,Semi-skilled",,,18,14,Labourer_unskilled;Tiler_skilled;Carpenter_skilled;Welder_skilled
"Item_21 Synthetic entry qty:324.274423 pieces vehicles:Large Truck labor:Skilled,Professional",Large Truck,Large Truck,24,48,Driver_unskilled
"Item_22 Synthetic entry qty:171.161289 units vehicles:None labor:Skilled,Professional",,,13,29,Labourer_unskilled;Welder_skilled;Painter_skilled;ConcreteWorker_skilled
Item_23 Synthetic entry qty:171.088989 kg vehicles:Excavator labor:Semi-skilled,Excavator,Excavator,27,41,Welder_skilled;Labourer_unskilled;Driver_unskilled
"Item_24 Synthetic entry qty:342.203867 bag vehicles:None labor:Skilled,Unskilled",,,15,7,Driver_unskilled;ConcreteWorker_skilled;Labourer_unskilled;Painter_skilled
"Item_25 Synthetic entry qty:283.120502 units vehicles:Crane,Trailer labor:Professional",Crane;Trailer,Crane;Trailer,14,28,Mason_skilled;Tiler_skilled
Item_26 Synthetic entry qty:114.669414 kg vehicles:Crane labor:Professional,Crane,Crane,18,21,Carpenter_skilled;Driver_unskilled
"Item_27 Synthetic entry qty:381.721967 units vehicles:None labor:Skilled,Unskilled",,,9,31,Carpenter_skilled;ConcreteWorker_skilled
Item_28 Synthetic entry qty:10.016873 pieces vehicles:Large Truck labor:Skilled,Large Truck,Large Truck,20,25,ConcreteWorker_skilled;Tiler_skilled
"Item_29 Synthetic entry qty:255.383248 pieces vehicles:Large Truck labor:Skilled,Professional",Large Truck,Large Truck,15,37,Painter_skilled
"Item_30 Synthetic entry qty:85.29262 m3 vehicles:Loader,Mixer labor:Skilled",Loader;Mixer,Loader;Mixer,29,29,Welder_skilled;Labourer_unskilled
"Item_31 Synthetic entry qty:86.935721 kg vehicles:Crane,Trailer labor:Unskilled",Crane;Trailer,Crane;Trailer,22,17,Carpenter_skilled;Labourer_unskilled
Item_32 Synthetic entry qty:193.823037 m3 vehicles:Crane labor:Skilled,Crane,Crane,10,45,Driver_unskilled;Mason_skilled;Painter_skilled;ConcreteWorker_skilled
"Item_33 Synthetic entry qty:477.091361 units vehicles:Trailer labor:Unskilled,Semi-skilled",Trailer,Trailer,13,27,ConcreteWorker_skilled
Item_34 Synthetic entry qty:173.497235 kg vehicles:Trailer labor:Skilled,Trailer,Trailer,13,6,Welder_skilled;Painter_skilled
"Item_35 Synthetic entry qty:460.936815 kg vehicles:Excavator labor:Skilled,Semi-skilled",Excavator,Excavator,15,30,Driver_unskilled
"Item_36 Synthetic entry qty:316.684648 pieces vehicles:Trailer labor:Skilled,Unskilled",Trailer,Trailer,15,22,Labourer_unskilled;Tiler_skilled;Carpenter_skilled
"Item_37 Synthetic entry qty:39.379773 bag vehicles:Loader,Mixer labor:Skilled,Semi-skilled",Loader;Mixer,Loader;Mixer,15,17,Driver_unskilled;Welder_skilled
"Item_38 Synthetic entry qty:421.564142 units vehicles:Large Truck labor:Unskilled,Semi-skilled",Large Truck,Large Truck,29,44,Labourer_unskilled;Carpenter_skilled
"Item_39 Synthetic entry qty:436.050712 units vehicles:Loader,Mixer labor:Skilled,Professional",Loader;Mixer,Loader;Mixer,19,38,Carpenter_skilled
"Item_40 Synthetic entry qty:29.937679 units vehicles:Excavator labor:Skilled,Unskilled",Excavator,Excavator,6,18,Tiler_skilled;Labourer_unskilled;ConcreteWorker_skilled;Mason_skilled
"Item_41 Synthetic entry qty:103.239824 bag vehicles:Excavator labor:Unskilled,Semi-skilled",Excavator,Excavator,21,11,Labourer_unskilled;Mason_skilled
"Item_42 Synthetic entry qty:432.085435 pieces vehicles:Large Truck labor:Skilled,Professional",Large Truck,Large Truck,15,31,Driver_unskilled;Painter_skilled
"Item_43 Synthetic entry qty:400.999429 m3 vehicles:Excavator labor:Unskilled,Semi-skilled",Excavator,Excavator,6,17,Mason_skilled;Carpenter_skilled;Driver_unskilled;Tiler_skilled
"Item_44 Synthetic entry qty:269.587906 kg vehicles:Crane labor:Skilled,Professional",Crane,Crane,25,33,Painter_skilled;Mason_skilled;Labourer_unskilled;Carpenter_skilled
Item_45 Synthetic entry qty:439.139871 bag vehicles:Trailer labor:Unskilled,Trailer,Trailer,24,49,Labourer_unskilled;Mason_skilled
Item_46 Synthetic entry qty:311.286358 m3 vehicles:Trailer labor:Professional,Trailer,Trailer,9,42,Driver_unskilled;Labourer_unskilled
"Item_47 Synthetic entry qty:83.245992 pieces vehicles:Loader,Mixer labor:Professional",Loader;Mixer,Loader;Mixer,14,23,Painter_skilled;Welder_skilled;Labourer_unskilled;Tiler_skilled
"Item_48 Synthetic entry qty:263.714146 m3 vehicles:Loader,Mixer labor:Skilled,Professional",Loader;Mixer,Loader;Mixer,11,34,Driver_unskilled;Painter_skilled;Carpenter_skilled;Labourer_unskilled
"Item_49 Synthetic entry qty:302.775407 pieces vehicles:Loader,Mixer labor:Unskilled",Loader;Mixer,Loader;Mixer,13,15,Carpenter_skilled;Labourer_unskilled
Item_50 Synthetic entry qty:115.914447 bag vehicles:Trailer labor:Unskilled,Trailer,Trailer,14,21,ConcreteWorker_skilled;Mason_skilled;Welder_skilled;Painter_skilled
"Item_51 Synthetic entry qty:130.924367 bag vehicles:Loader,Mixer labor:Skilled,Professional",Loader;Mixer,Loader;Mixer,15,43,Welder_skilled;Painter_skilled;Tiler_skilled;Driver_unskilled
Item_52 Synthetic entry qty:258.813372 m3 vehicles:Crane labor:Skilled,Crane,Crane,18,20,Tiler_skilled
"Item_53 Synthetic entry qty:150.399372 bag vehicles:Trailer labor:Skilled,Unskilled",Trailer,Trailer,21,22,Labourer_unskilled;Tiler_skilled
Item_54 Synthetic entry qty:225.057908 pieces vehicles:Crane labor:Skilled,Crane,Crane,13,39,Welder_skilled;Labourer_unskilled;Painter_skilled
"Item_55 Synthetic entry qty:444.660376 units vehicles:Crane labor:Skilled,Semi-skilled",Crane,Crane,12,11,Carpenter_skilled;Mason_skilled;Painter_skilled
"Item_56 Synthetic entry qty:59.947029 bag vehicles:Excavator labor:Skilled,Unskilled",Excavator,Excavator,25,49,Mason_skilled;Painter_skilled
"Item_57 Synthetic entry qty:246.712018 units vehicles:Trailer labor:Unskilled,Semi-skilled",Trailer,Trailer,18,50,ConcreteWorker_skilled;Welder_skilled
Item_58 Synthetic entry qty:180.457665 kg vehicles:Large Truck labor:Professional,Large Truck,Large Truck,11,45,ConcreteWorker_skilled;Tiler_skilled
"Item_59 Synthetic entry qty:433.229151 kg vehicles:Loader,Mixer labor:Professional",Loader;Mixer,Loader;Mixer,14,45,Mason_skilled;Labourer_unskilled
Item_60 Synthetic entry qty:404.260318 units vehicles:None labor:Semi-skilled,,,28,32,ConcreteWorker_skilled
Item_61 Synthetic entry qty:164.048519 m3 vehicles:None labor:Unskilled,,,10,21,Painter_skilled
"Item_62 Synthetic entry qty:130.409191 units vehicles:Loader,Mixer labor:Professional",Loader;Mixer,Loader;Mixer,24,48,Carpenter_skilled
Item_63 Synthetic entry qty:452.800648 m3 vehicles:Excavator labor:Professional,Excavator,Excavator,23,40,Mason_skilled;Tiler_skilled;Carpenter_skilled;ConcreteWorker_skilled
"Item_64 Synthetic entry qty:202.699279 kg vehicles:None labor:Skilled,Unskilled",,,16,49,Labourer_unskilled;Welder_skilled;ConcreteWorker_skilled
Item_65 Synthetic entry qty:246.523304 kg vehicles:Large Truck labor:Unskilled,Large Truck,Large Truck,10,23,Driver_unskilled;Carpenter_skilled;Painter_skilled;Mason_skilled
Item_66 Synthetic entry qty:241.155557 units vehicles:Large Truck labor:Skilled,Large Truck,Large Truck,17,45,Tiler_skilled;Mason_skilled;Labourer_unskilled;Carpenter_skilled
"Item_67 Synthetic entry qty:31.134295 pieces vehicles:Crane,Trailer labor:Unskilled,Semi-skilled",Crane;Trailer,Crane;Trailer,16,8,Painter_skilled;Driver_unskilled
"Item_68 Synthetic entry qty:31.794118 units vehicles:Large Truck labor:Skilled,Professional",Large Truck,Large Truck,20,29,Carpenter_skilled;Welder_skilled;Driver_unskilled
"Item_69 Synthetic entry qty:166.797238 bag vehicles:Trailer labor:Skilled,Professional",Trailer,Trailer,13,46,Carpenter_skilled;Labourer_unskilled;Driver_unskilled
"Item_70 Synthetic entry qty:101.855696 pieces vehicles:None labor:Unskilled,Semi-skilled",,,12,41,Tiler_skilled;Painter_skilled;ConcreteWorker_skilled;Welder_skilled
Item_71 Synthetic entry qty:429.654848 kg vehicles:None labor:Unskilled,,,10,16,Mason_skilled;Tiler_skilled
Item_72 Synthetic entry qty:289.016414 m3 vehicles:Crane labor:Semi-skilled,Crane,Crane,11,6,Tiler_skilled;Mason_skilled;Driver_unskilled;ConcreteWorker_skilled
"Item_73 Synthetic entry qty:403.347359 bag vehicles:Crane,Trailer labor:Skilled,Unskilled",Crane;Trailer,Crane;Trailer,19,32,Driver_unskilled;Carpenter_skilled;Welder_skilled
Item_74 Synthetic entry qty:22.758587 units vehicles:None labor:Skilled,,,24,38,Welder_skilled;Labourer_unskilled;Mason_skilled;Painter_skilled
"Item_75 Synthetic entry qty:210.817292 m3 vehicles:Crane,Trailer labor:Skilled,Professional",Crane;Trailer,Crane;Trailer,19,20,Welder_skilled;Driver_unskilled
"Item_76 Synthetic entry qty:306.270717 kg vehicles:Crane,Trailer labor:Professional",Crane;Trailer,Crane;Trailer,11,17,Painter_skilled;Labourer_unskilled;ConcreteWorker_skilled;Tiler_skilled
"Item_77 Synthetic entry qty:459.024922 units vehicles:None labor:Skilled,Unskilled",,,13,45,Welder_skilled
"Item_78 Synthetic entry qty:336.024981 kg vehicles:None labor:Skilled,Semi-skilled",,,6,17,Tiler_skilled;ConcreteWorker_skilled
"Item_79 Synthetic entry qty:478.667093 pieces vehicles:Crane,Trailer labor:Professional",Crane;Trailer,Crane;Trailer,26,46,Labourer_unskilled;Tiler_skilled;Driver_unskilled;Painter_skilled
Item_80 Synthetic entry qty:453.961151 kg vehicles:Excavator labor:Professional,Excavator,Excavator,8,28,Painter_skilled;Carpenter_skilled;ConcreteWorker_skilled;Mason_skilled
"Item_81 Synthetic entry qty:189.441399 m3 vehicles:Loader,Mixer labor:Skilled,Unskilled",Loader;Mixer,Loader;Mixer,11,13,Labourer_unskilled
Item_82 Synthetic entry qty:408.000802 bag vehicles:None labor:Professional,,,4,26,Mason_skilled;Driver_unskilled;Welder_skilled
Item_83 Synthetic entry qty:321.669124 m3 vehicles:Excavator labor:Professional,Excavator,Excavator,9,42,Tiler_skilled
Item_84 Synthetic entry qty:370.313136 kg vehicles:Excavator labor:Professional,Excavator,Excavator,12,22,Mason_skilled;Tiler_skilled
Item_85 Synthetic entry qty:199.727574 units vehicles:Trailer labor:Skilled,Trailer,Trailer,14,12,Tiler_skilled
"Item_86 Synthetic entry qty:489.281688 kg vehicles:Loader,Mixer labor:Semi-skilled",Loader;Mixer,Loader;Mixer,6,44,Driver_unskilled
Item_87 Synthetic entry qty:221.943875 pieces vehicles:None labor:Professional,,,20,21,Welder_skilled;Tiler_skilled;Mason_skilled;Labourer_unskilled
"Item_88 Synthetic entry qty:310.565368 units vehicles:Crane labor:Skilled,Semi-skilled",Crane,Crane,16,37,Painter_skilled;Labourer_unskilled;Carpenter_skilled
Item_89 Synthetic entry qty:294.957777 units vehicles:Trailer labor:Professional,Trailer,Trailer,18,38,ConcreteWorker_skilled;Carpenter_skilled;Welder_skilled
Item_90 Synthetic entry qty:444.787809 units vehicles:Large Truck labor:Professional,Large Truck,Large Truck,27,5,Labourer_unskilled;Carpenter_skilled;Tiler_skilled;ConcreteWorker_skilled
"Item_91 Synthetic entry qty:163.741352 m3 vehicles:Crane,Trailer labor:Skilled,Professional",Crane;Trailer,Crane;Trailer,21,41,Driver_unskilled;Carpenter_skilled
Item_92 Synthetic entry qty:62.136154 kg vehicles:Large Truck labor:Semi-skilled,Large Truck,Large Truck,28,22,Tiler_skilled
"Item_93 Synthetic entry qty:307.647233 bag vehicles:Loader,Mixer labor:Skilled,Unskilled",Loader;Mixer,Loader;Mixer,18,35,Welder_skilled;Tiler_skilled;Carpenter_skilled;Mason_skilled
"Item_94 Synthetic entry qty:139.772053 bag vehicles:Large Truck labor:Skilled,Unskilled",Large Truck,Large Truck,23,44,Welder_skilled;Driver_unskilled
Item_95 Synthetic entry qty:499.521918 pieces vehicles:Trailer labor:Professional,Trailer,Trailer,3,9,Welder_skilled;Labourer_unskilled;Driver_unskilled
Item_96 Synthetic entry qty:364.82025 bag vehicles:Trailer labor:Unskilled,Trailer,Trailer,11,29,Driver_unskilled
